Order ID,First Name,Last Name,Email,Region,Sales Channel,Product Category,Product Name,Sales_Q1,Sales_Q2,Sales_Q3,Sales_Q4
ORD261,Jane,Lim,jane261@email.com,,STORE,electronics,Phone - Black - 128GB,928,428,1418,829
ORD87,SARAH,tan ,sarah262@email.com,,STORE,ELEC,Laptop|Grey|512GB,492,820,1159,1247
ORD87,michael,Wong,michael263@email.com,North,STORE,Furniture,Phone - Black - 128GB,510,435,536,1305
ORD264,michael,Smith,michael264@email.com,South,store,electronics,Phone - Black - 128GB,171,1050,1014,1007
ORD88,bob,tan ,bob265@email.com,,Online ,Home Furniture,Laptop|Grey|512GB,794,668,499,1254
ORD88,michael,tan ,michael266@email.com,,STORE,FURN,Chair / Brown / Standard,803,539,1079,1353
ORD267,Jane,tan ,jane267@email.com,South,ONLINE,Electronics,Chair / Brown / Standard,113,457,1330,1372
ORD89,SARAH,LEE,sarah268@email.com,South,Store ,Home Furniture,Tablet - Silver - 64GB,348,185,1148,1697
ORD269,SARAH,Wong,sarah269@email.com,North,Social Media,electronics,Laptop|Grey|512GB,878,73,681,1555
ORD90,michael,LEE,michael270@email.com,West,ONLINE,ELEC,Phone - Black - 128GB,963,1086,1330,83
ORD271,bob,Lim,bob271@email.com,N/A,store,FURN,Laptop|Grey|512GB,343,122,330,791
ORD90,ALICE,Lim,alice272@email.com,South,STORE,Furniture,Laptop|Grey|512GB,310,592,1182,839
ORD273,Jane,Lim,jane273@email.com,West,Store ,ELEC,Tablet - Silver - 64GB,194,826,1126,1282
ORD274,ALICE,Lim,alice274@email.com,West,social media,Electronic,Desk|White|Large,423,372,1354,338
ORD275,Jane,Smith,jane275@email.com,North,STORE,Home Furniture,Desk|White|Large,792,658,1312,1282
ORD276,Jane,LEE,jane276@email.com,North,Social Media,furniture,Desk|White|Large,971,1140,812,1362
ORD277,michael,doe,michael277@email.com,South,STORE,Electronic,Phone - Black - 128GB,280,441,81,537
ORD278,john,tan ,john278@email.com,West,online,FURN,Desk|White|Large,628,1138,646,1269
ORD93,bob,Smith,bob279@email.com,,Social Media,ELEC,Desk|White|Large,312,128,1206,284
ORD280,ALICE,tan ,alice280@email.com,,Online ,ELECTRONICS ,Chair / Brown / Standard,886,624,206,159
ORD93,Jane,tan ,jane281@email.com,West,online,Furniture,Chair / Brown / Standard,79,870,1099,1100
ORD282,SARAH,Lim,sarah282@email.com,East,Store ,Home Furniture,Phone - Black - 128GB,695,1050,754,93
ORD94,bob,Wong,bob283@email.com,North,ONLINE,FURN,Tablet - Silver - 64GB,604,710,496,1379
ORD94,Jane,tan ,jane284@email.com,,STORE,Furn ,Phone - Black - 128GB,583,307,1181,1371
ORD95,Jane,Lim,jane285@email.com,,Store ,ELEC,Chair / Brown / Standard,60,738,64,1835
ORD286,Jane,tan ,jane286@email.com,West,Social Media,Home Furniture,Desk|White|Large,434,364,1225,1025
ORD95,bob,LEE,bob287@email.com,South,social media,Electronic,Desk|White|Large,794,593,406,1995
ORD96,bob,LEE,bob288@email.com,South,ONLINE,Home Furniture,Phone - Black - 128GB,393,619,506,1511
ORD96,john,Lim,john289@email.com,North,online,Furn ,Laptop|Grey|512GB,846,1045,824,1423
ORD290,john,Lim,john290@email.com,South,ONLINE,ELECTRONICS ,Tablet - Silver - 64GB,332,376,1439,1628
ORD97,michael,tan ,michael291@email.com,West,STORE,FURN,Laptop|Grey|512GB,63,766,1330,1094
ORD97,michael,LEE,michael292@email.com,N/A,STORE,Furniture,Phone - Black - 128GB,89,78,927,1176
ORD97,Jane,LEE,jane293@email.com,South,Social Media,FURN,Laptop|Grey|512GB,148,750,996,1214
ORD98,michael,Wong,michael294@email.com,East,social media,Electronics,Tablet - Silver - 64GB,939,724,637,1010
ORD295,SARAH,tan ,sarah295@email.com,West,Online ,ELECTRONICS ,Phone - Black - 128GB,767,1038,1013,1261
ORD98,Jane,tan ,jane296@email.com,East,online,Furn ,Desk|White|Large,783,483,985,148
ORD99,bob,tan ,bob297@email.com,,ONLINE,furniture,Desk|White|Large,844,145,1338,1564
ORD298,michael,Lim,michael298@email.com,North,STORE,Electronics,Laptop|Grey|512GB,986,1065,519,558
ORD99,john,Wong,john299@email.com,,ONLINE,Electronics,Phone - Black - 128GB,820,232,552,926
ORD100,john,doe,john300@email.com,West,online,ELECTRONICS ,Chair / Brown / Standard,500,920,1414,337
ORD301,ALICE,Wong,alice301@email.com,South,online,Furniture,Chair / Brown / Standard,968,164,955,845
ORD100,Jane,Smith,jane302@email.com,West,Store ,Furn ,Tablet - Silver - 64GB,629,922,703,1178
ORD101,ALICE,Lim,alice303@email.com,N/A,store,Furn ,Laptop|Grey|512GB,460,385,1272,271
ORD304,Jane,Smith,jane304@email.com,North,Online ,Home Furniture,Desk|White|Large,53,819,451,1481
ORD305,bob,Wong,bob305@email.com,North,ONLINE,ELECTRONICS ,Chair / Brown / Standard,595,484,1046,1754
ORD306,bob,tan ,bob306@email.com,South,STORE,ELEC,Chair / Brown / Standard,238,316,987,1538
ORD307,Jane,tan ,jane307@email.com,South,STORE,Electronics,Chair / Brown / Standard,175,381,957,321
ORD102,Jane,Wong,jane308@email.com,East,store,Furniture,Desk|White|Large,960,1109,1353,410
ORD309,ALICE,Smith,alice309@email.com,,Online ,ELEC,Tablet - Silver - 64GB,138,1006,560,59
ORD310,john,LEE,john310@email.com,,STORE,Furn ,Laptop|Grey|512GB,875,94,878,953
ORD103,michael,LEE,michael311@email.com,,social media,Furn ,Tablet - Silver - 64GB,119,400,975,1938
ORD312,Jane,LEE,jane312@email.com,West,store,Electronic,Tablet - Silver - 64GB,301,726,1166,1247
ORD313,michael,Smith,michael313@email.com,,Store ,Home Furniture,Desk|White|Large,206,217,1262,110
ORD104,Jane,Wong,jane314@email.com,West,Social Media,Electronic,Desk|White|Large,81,200,1420,1616
ORD105,SARAH,tan ,sarah315@email.com,,Social Media,Furn ,Phone - Black - 128GB,432,826,642,267
ORD105,Jane,Smith,jane316@email.com,South,Store ,Furniture,Desk|White|Large,994,755,1231,657
ORD105,ALICE,tan ,alice317@email.com,West,store,ELEC,Desk|White|Large,584,231,1405,895
ORD318,john,Wong,john318@email.com,,STORE,Electronics,Phone - Black - 128GB,110,808,284,1526
ORD106,Jane,doe,jane319@email.com,,ONLINE,ELEC,Phone - Black - 128GB,251,411,865,995
ORD320,john,LEE,john320@email.com,West,Online ,Furniture,Desk|White|Large,231,601,1462,895
ORD107,SARAH,Lim,sarah321@email.com,North,STORE,Home Furniture,Tablet - Silver - 64GB,772,600,180,915
ORD322,Jane,Smith,jane322@email.com,East,Social Media,Home Furniture,Laptop|Grey|512GB,881,510,52,1582
ORD323,michael,Lim,michael323@email.com,North,Online ,ELEC,Tablet - Silver - 64GB,140,1001,79,1901
ORD108,Jane,Lim,jane324@email.com,North,social media,Electronics,Phone - Black - 128GB,797,120,1333,817
ORD108,michael,tan ,michael325@email.com,,Social Media,electronics,Desk|White|Large,608,329,601,1337
ORD108,michael,LEE,michael326@email.com,North,online,furniture,Tablet - Silver - 64GB,243,1177,336,1532
ORD109,bob,Wong,bob327@email.com,N/A,STORE,Home Furniture,Laptop|Grey|512GB,888,620,959,823
ORD109,michael,doe,michael328@email.com,East,Online ,FURN,Desk|White|Large,983,738,1458,912
ORD109,bob,Lim,bob329@email.com,West,ONLINE,Electronics,Tablet - Silver - 64GB,441,404,1492,1704
ORD110,SARAH,Lim,sarah330@email.com,,Store ,Home Furniture,Desk|White|Large,698,345,614,240
ORD110,michael,Lim,michael331@email.com,South,social media,Home Furniture,Tablet - Silver - 64GB,421,189,1122,805
ORD332,ALICE,tan ,alice332@email.com,East,STORE,ELEC,Desk|White|Large,500,357,827,1912
ORD111,bob,Wong,bob333@email.com,North,social media,FURN,Laptop|Grey|512GB,221,741,559,1136
ORD111,john,Smith,john334@email.com,,ONLINE,ELECTRONICS ,Desk|White|Large,285,390,795,1561
ORD111,ALICE,Lim,alice335@email.com,East,Store ,ELECTRONICS ,Laptop|Grey|512GB,831,653,407,1771
ORD336,bob,Wong,bob336@email.com,N/A,store,Electronics,Phone - Black - 128GB,253,730,1074,679
ORD112,ALICE,doe,alice337@email.com,East,online,Furniture,Chair / Brown / Standard,384,745,95,948
ORD112,bob,LEE,bob338@email.com,,STORE,Home Furniture,Desk|White|Large,749,584,1010,794
ORD113,bob,Lim,bob339@email.com,North,Store ,Electronics,Desk|White|Large,361,681,477,420
ORD113,bob,doe,bob340@email.com,,social media,FURN,Tablet - Silver - 64GB,263,127,462,303
ORD341,michael,Smith,michael341@email.com,South,social media,Furn ,Laptop|Grey|512GB,502,1109,1000,1800
ORD114,bob,Smith,bob342@email.com,South,STORE,ELEC,Desk|White|Large,608,756,194,1644
ORD114,john,LEE,john343@email.com,N/A,store,Home Furniture,Laptop|Grey|512GB,264,64,1175,1932
ORD344,john,Wong,john344@email.com,N/A,social media,ELECTRONICS ,Desk|White|Large,848,663,1398,242
ORD115,john,Wong,john345@email.com,South,ONLINE,furniture,Desk|White|Large,432,995,883,1136
ORD115,ALICE,doe,alice346@email.com,East,store,Furn ,Tablet - Silver - 64GB,902,173,1370,1579
ORD115,bob,doe,bob347@email.com,,online,ELECTRONICS ,Desk|White|Large,425,783,701,1382
ORD116,michael,doe,michael348@email.com,East,Online ,furniture,Laptop|Grey|512GB,676,330,164,1152
ORD349,Jane,Smith,jane349@email.com,South,social media,furniture,Desk|White|Large,872,633,373,570
